Location;Parameter;Result;Units;Timestep;Aggregation;Datetime (UTC);timeStep;resultType
Heron Reservoir and Dam;Lake/Reservoir Release - Total;50;cfs;daily;average;11/28/14 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;57;cfs;daily;average;11/29/14 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;57;cfs;daily;average;11/30/14 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;75;cfs;daily;average;12/1/14 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;75;cfs;daily;average;12/2/14 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;75;cfs;daily;average;12/3/14 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;75;cfs;daily;average;12/4/14 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;75;cfs;daily;average;12/5/14 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;75;cfs;daily;average;12/6/14 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;75;cfs;daily;average;12/7/14 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;75;cfs;daily;average;12/8/14 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;75;cfs;daily;average;12/9/14 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;75;cfs;daily;average;12/10/14 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;74;cfs;daily;average;12/11/14 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;74;cfs;daily;average;12/12/14 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;74;cfs;daily;average;12/13/14 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;74;cfs;daily;average;12/14/14 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;74;cfs;daily;average;12/15/14 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;74;cfs;daily;average;12/16/14 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;74;cfs;daily;average;12/17/14 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;74;cfs;daily;average;12/18/14 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;74;cfs;daily;average;12/19/14 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;74;cfs;daily;average;12/20/14 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;74;cfs;daily;average;12/21/14 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;74;cfs;daily;average;12/22/14 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;74;cfs;daily;average;12/23/14 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;74;cfs;daily;average;12/24/14 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;74;cfs;daily;average;12/25/14 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;74;cfs;daily;average;12/26/14 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;74;cfs;daily;average;12/27/14 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;74;cfs;daily;average;12/28/14 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;54;cfs;daily;average;12/29/14 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;41;cfs;daily;average;12/30/14 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;41;cfs;daily;average;12/31/14 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;41;cfs;daily;average;1/1/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;41;cfs;daily;average;1/2/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;41;cfs;daily;average;1/3/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;41;cfs;daily;average;1/4/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;41;cfs;daily;average;1/5/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;41;cfs;daily;average;1/6/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;41;cfs;daily;average;1/7/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;41;cfs;daily;average;1/8/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;41;cfs;daily;average;1/9/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;41;cfs;daily;average;1/10/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;41;cfs;daily;average;1/11/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;41;cfs;daily;average;1/12/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;41;cfs;daily;average;1/13/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;41;cfs;daily;average;1/14/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;41;cfs;daily;average;1/15/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;41;cfs;daily;average;1/16/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;41;cfs;daily;average;1/17/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;41;cfs;daily;average;1/18/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;41;cfs;daily;average;1/19/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;41;cfs;daily;average;1/20/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;41;cfs;daily;average;1/21/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;41;cfs;daily;average;1/22/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;41;cfs;daily;average;1/23/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;41;cfs;daily;average;1/24/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;42;cfs;daily;average;1/25/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;40;cfs;daily;average;1/26/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;40;cfs;daily;average;1/27/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;40;cfs;daily;average;1/28/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;40;cfs;daily;average;1/29/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;40;cfs;daily;average;1/30/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;40;cfs;daily;average;1/31/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;40;cfs;daily;average;2/1/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;40;cfs;daily;average;2/2/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;40;cfs;daily;average;2/3/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;40;cfs;daily;average;2/4/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;40;cfs;daily;average;2/5/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;40;cfs;daily;average;2/6/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;40;cfs;daily;average;2/7/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;40;cfs;daily;average;2/8/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;40;cfs;daily;average;2/9/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;40;cfs;daily;average;2/10/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;40;cfs;daily;average;2/11/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;40;cfs;daily;average;2/12/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;40;cfs;daily;average;2/13/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;40;cfs;daily;average;2/14/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;40;cfs;daily;average;2/15/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;40;cfs;daily;average;2/16/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;40;cfs;daily;average;2/17/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;40;cfs;daily;average;2/18/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;40;cfs;daily;average;2/19/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;40;cfs;daily;average;2/20/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;40;cfs;daily;average;2/21/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;40;cfs;daily;average;2/22/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;40;cfs;daily;average;2/23/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;40;cfs;daily;average;2/24/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;40;cfs;daily;average;2/25/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;40;cfs;daily;average;2/26/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;40;cfs;daily;average;2/27/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;40;cfs;daily;average;2/28/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;40;cfs;daily;average;3/1/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;40;cfs;daily;average;3/2/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;40;cfs;daily;average;3/3/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;40;cfs;daily;average;3/4/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;40;cfs;daily;average;3/5/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;40;cfs;daily;average;3/6/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;40;cfs;daily;average;3/7/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;40;cfs;daily;average;3/8/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;40;cfs;daily;average;3/9/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;40;cfs;daily;average;3/10/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;40;cfs;daily;average;3/11/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;40;cfs;daily;average;3/12/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;40;cfs;daily;average;3/13/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;40;cfs;daily;average;3/14/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;40;cfs;daily;average;3/15/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;40;cfs;daily;average;3/16/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;40;cfs;daily;average;3/17/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;68;cfs;daily;average;3/18/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;90;cfs;daily;average;3/19/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;90;cfs;daily;average;3/20/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;90;cfs;daily;average;3/21/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;90;cfs;daily;average;3/22/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;90;cfs;daily;average;3/23/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;90;cfs;daily;average;3/24/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;90;cfs;daily;average;3/25/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;90;cfs;daily;average;3/26/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;90;cfs;daily;average;3/27/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;90;cfs;daily;average;3/28/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;90;cfs;daily;average;3/29/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;90;cfs;daily;average;3/30/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;90;cfs;daily;average;3/31/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;90;cfs;daily;average;4/1/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;90;cfs;daily;average;4/2/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;90;cfs;daily;average;4/3/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;90;cfs;daily;average;4/4/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;90;cfs;daily;average;4/5/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;90;cfs;daily;average;4/6/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;90;cfs;daily;average;4/7/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;90;cfs;daily;average;4/8/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;90;cfs;daily;average;4/9/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;90;cfs;daily;average;4/10/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;90;cfs;daily;average;4/11/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;90;cfs;daily;average;4/12/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;90;cfs;daily;average;4/13/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;90;cfs;daily;average;4/14/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;90;cfs;daily;average;4/15/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;90;cfs;daily;average;4/16/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;90;cfs;daily;average;4/17/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;90;cfs;daily;average;4/18/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;90;cfs;daily;average;4/19/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;90;cfs;daily;average;4/20/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;90;cfs;daily;average;4/21/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;90;cfs;daily;average;4/22/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;61;cfs;daily;average;4/23/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;41;cfs;daily;average;4/24/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;41;cfs;daily;average;4/25/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;41;cfs;daily;average;4/26/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;41;cfs;daily;average;4/27/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;41;cfs;daily;average;4/28/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;41;cfs;daily;average;4/29/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;41;cfs;daily;average;4/30/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;41;cfs;daily;average;5/1/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;41;cfs;daily;average;5/2/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;41;cfs;daily;average;5/3/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;41;cfs;daily;average;5/4/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;41;cfs;daily;average;5/5/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;41;cfs;daily;average;5/6/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;41;cfs;daily;average;5/7/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;41;cfs;daily;average;5/8/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;41;cfs;daily;average;5/9/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;41;cfs;daily;average;5/10/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;41;cfs;daily;average;5/11/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;41;cfs;daily;average;5/12/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;41;cfs;daily;average;5/13/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;41;cfs;daily;average;5/14/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;41;cfs;daily;average;5/15/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;42;cfs;daily;average;5/16/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;42;cfs;daily;average;5/17/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;42;cfs;daily;average;5/18/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;42;cfs;daily;average;5/19/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;42;cfs;daily;average;5/20/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;42;cfs;daily;average;5/21/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;42;cfs;daily;average;5/22/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;43;cfs;daily;average;5/23/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;43;cfs;daily;average;5/24/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;43;cfs;daily;average;5/25/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;43;cfs;daily;average;5/26/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;43;cfs;daily;average;5/27/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;43;cfs;daily;average;5/28/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;43;cfs;daily;average;5/29/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;43;cfs;daily;average;5/30/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;43;cfs;daily;average;5/31/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;43;cfs;daily;average;6/1/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;43;cfs;daily;average;6/2/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;43;cfs;daily;average;6/3/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;43;cfs;daily;average;6/4/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;44;cfs;daily;average;6/5/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;44;cfs;daily;average;6/6/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;44;cfs;daily;average;6/7/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;44;cfs;daily;average;6/8/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;44;cfs;daily;average;6/9/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;44;cfs;daily;average;6/10/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;44;cfs;daily;average;6/11/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;44;cfs;daily;average;6/12/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;44;cfs;daily;average;6/13/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;45;cfs;daily;average;6/14/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;45;cfs;daily;average;6/15/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;45;cfs;daily;average;6/16/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;45;cfs;daily;average;6/17/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;45;cfs;daily;average;6/18/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;45;cfs;daily;average;6/19/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;45;cfs;daily;average;6/20/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;45;cfs;daily;average;6/21/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;45;cfs;daily;average;6/22/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;45;cfs;daily;average;6/23/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;45;cfs;daily;average;6/24/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;45;cfs;daily;average;6/25/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;45;cfs;daily;average;6/26/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;45;cfs;daily;average;6/27/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;45;cfs;daily;average;6/28/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;45;cfs;daily;average;6/29/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;46;cfs;daily;average;6/30/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;46;cfs;daily;average;7/1/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;46;cfs;daily;average;7/2/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;46;cfs;daily;average;7/3/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;46;cfs;daily;average;7/4/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;46;cfs;daily;average;7/5/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;46;cfs;daily;average;7/6/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;46;cfs;daily;average;7/7/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;46;cfs;daily;average;7/8/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;46;cfs;daily;average;7/9/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;46;cfs;daily;average;7/10/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;46;cfs;daily;average;7/11/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;46;cfs;daily;average;7/12/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;46;cfs;daily;average;7/13/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;46;cfs;daily;average;7/14/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;46;cfs;daily;average;7/15/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;46;cfs;daily;average;7/16/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;46;cfs;daily;average;7/17/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;46;cfs;daily;average;7/18/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;46;cfs;daily;average;7/19/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;46;cfs;daily;average;7/20/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;46;cfs;daily;average;7/21/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;46;cfs;daily;average;7/22/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;46;cfs;daily;average;7/23/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;46;cfs;daily;average;7/24/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;46;cfs;daily;average;7/25/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;46;cfs;daily;average;7/26/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;46;cfs;daily;average;7/27/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;46;cfs;daily;average;7/28/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;30;cfs;daily;average;7/29/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;69;cfs;daily;average;7/30/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;100;cfs;daily;average;7/31/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;100;cfs;daily;average;8/1/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;100;cfs;daily;average;8/2/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;100;cfs;daily;average;8/3/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;210;cfs;daily;average;8/4/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;300;cfs;daily;average;8/5/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;300;cfs;daily;average;8/6/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;300;cfs;daily;average;8/7/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;300;cfs;daily;average;8/8/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;300;cfs;daily;average;8/9/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;300;cfs;daily;average;8/10/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;300;cfs;daily;average;8/11/15 7:00;day;observed
Heron Reservoir and Dam;Lake/Reservoir Release - Total;300;cfs;daily;average;8/12/15 7:00;day;observed
