abbrev,Date Time,DISCHRG Value,DISCHRG Units,DISCHRG Review Status,DISCHRG Observation Flag,DISCHRG Modified,
"BOCBGRCO","=""09/27/2004 00:00""","19.3","cfs","","","=""09/27/2004 23:45""",
"BOCBGRCO","=""09/28/2004 00:00""","22.2","cfs","","","=""09/28/2004 23:45""",
"BOCBGRCO","=""09/29/2004 00:00""","24.5","cfs","","","=""09/29/2004 23:45""",
"BOCBGRCO","=""09/30/2004 00:00""","24.6","cfs","","","=""09/30/2004 23:45""",
"BOCBGRCO","=""10/01/2004 00:00""","24.7","cfs","","","=""10/01/2004 23:45""",
"BOCBGRCO","=""10/02/2004 00:00""","24.5","cfs","","","=""10/02/2004 23:45""",
"BOCBGRCO","=""10/03/2004 00:00""","24.5","cfs","","","=""10/03/2004 23:45""",
"BOCBGRCO","=""10/04/2004 00:00""","28","cfs","","","=""10/04/2004 23:45""",
"BOCBGRCO","=""10/05/2004 00:00""","30.2","cfs","","","=""10/05/2004 23:45""",
"BOCBGRCO","=""10/06/2004 00:00""","36.3","cfs","","","=""10/06/2004 23:45""",
"BOCBGRCO","=""10/07/2004 00:00""","51.1","cfs","","","=""10/07/2004 23:45""",
"BOCBGRCO","=""10/08/2004 00:00""","59.8","cfs","","","=""10/08/2004 23:45""",
"BOCBGRCO","=""10/09/2004 00:00""","59.8","cfs","","","=""10/09/2004 23:45""",
"BOCBGRCO","=""10/10/2004 00:00""","59.8","cfs","","","=""10/10/2004 23:45""",
"BOCBGRCO","=""10/11/2004 00:00""","85.4","cfs","","","=""10/11/2004 23:45""",
"BOCBGRCO","=""10/12/2004 00:00""","106","cfs","","","=""10/12/2004 23:45""",
"BOCBGRCO","=""10/13/2004 00:00""","105","cfs","","","=""10/13/2004 23:45""",
"BOCBGRCO","=""10/14/2004 00:00""","105","cfs","","","=""10/14/2004 23:45""",
"BOCBGRCO","=""10/15/2004 00:00""","105","cfs","","","=""10/15/2004 23:45""",
"BOCBGRCO","=""10/16/2004 00:00""","105","cfs","","","=""10/16/2004 23:45""",
"BOCBGRCO","=""10/17/2004 00:00""","105","cfs","","","=""10/17/2004 23:45""",
"BOCBGRCO","=""10/18/2004 00:00""","105","cfs","","","=""10/18/2004 23:45""",
"BOCBGRCO","=""10/19/2004 00:00""","105","cfs","","","=""10/19/2004 23:45""",
"BOCBGRCO","=""10/20/2004 00:00""","105","cfs","","","=""10/20/2004 23:45""",
"BOCBGRCO","=""10/21/2004 00:00""","105","cfs","","","=""10/21/2004 23:45""",
"BOCBGRCO","=""10/22/2004 00:00""","105","cfs","","","=""10/22/2004 23:45""",
"BOCBGRCO","=""10/23/2004 00:00""","105","cfs","","","=""10/23/2004 23:45""",
"BOCBGRCO","=""10/24/2004 00:00""","105","cfs","","","=""10/24/2004 23:45""",
"BOCBGRCO","=""10/25/2004 00:00""","105","cfs","","","=""10/25/2004 23:45""",
"BOCBGRCO","=""10/26/2004 00:00""","99.3","cfs","","","=""10/26/2004 23:45""",
"BOCBGRCO","=""10/27/2004 00:00""","96","cfs","","","=""10/27/2004 23:45""",
"BOCBGRCO","=""10/28/2004 00:00""","96","cfs","","","=""10/28/2004 23:45""",
"BOCBGRCO","=""10/29/2004 00:00""","95.5","cfs","","","=""10/29/2004 23:45""",
"BOCBGRCO","=""10/30/2004 00:00""","95.9","cfs","","","=""10/30/2004 23:45""",
"BOCBGRCO","=""10/31/2004 00:00""","96.2","cfs","","","=""10/31/2004 23:45""",
"BOCBGRCO","=""11/01/2004 00:00""","96.2","cfs","","","=""11/01/2004 23:45""",
"BOCBGRCO","=""11/02/2004 00:00""","96.2","cfs","","","=""11/02/2004 23:45""",
"BOCBGRCO","=""11/03/2004 00:00""","96.2","cfs","","","=""11/03/2004 23:45""",
"BOCBGRCO","=""11/04/2004 00:00""","99.1","cfs","","","=""11/04/2004 23:45""",
"BOCBGRCO","=""11/05/2004 00:00""","101","cfs","","","=""11/05/2004 23:45""",
"BOCBGRCO","=""11/06/2004 00:00""","101","cfs","","","=""11/06/2004 23:45""",
"BOCBGRCO","=""11/07/2004 00:00""","101","cfs","","","=""11/07/2004 23:45""",
"BOCBGRCO","=""11/08/2004 00:00""","98.3","cfs","","","=""11/08/2004 23:45""",
"BOCBGRCO","=""11/09/2004 00:00""","96.3","cfs","","","=""11/09/2004 23:45""",
"BOCBGRCO","=""11/10/2004 00:00""","97","cfs","","","=""11/10/2004 23:45""",
"BOCBGRCO","=""11/11/2004 00:00""","96.6","cfs","","","=""11/11/2004 23:45""",
"BOCBGRCO","=""11/12/2004 00:00""","100","cfs","","","=""11/12/2004 23:45""",
"BOCBGRCO","=""11/13/2004 00:00""","104","cfs","","","=""11/13/2004 23:45""",
"BOCBGRCO","=""11/14/2004 00:00""","104","cfs","","","=""11/14/2004 23:45""",
"BOCBGRCO","=""11/15/2004 00:00""","104","cfs","","","=""11/15/2004 23:45""",
"BOCBGRCO","=""11/16/2004 00:00""","76.1","cfs","","","=""11/16/2004 23:45""",
"BOCBGRCO","=""11/17/2004 00:00""","21.7","cfs","","","=""11/17/2004 23:45""",
"BOCBGRCO","=""11/18/2004 00:00""","20.1","cfs","","","=""11/18/2004 23:45""",
"BOCBGRCO","=""11/19/2004 00:00""","66.5","cfs","","","=""11/19/2004 23:45""",
"BOCBGRCO","=""11/20/2004 00:00""","93.3","cfs","","","=""11/20/2004 23:45""",
"BOCBGRCO","=""11/21/2004 00:00""","93.2","cfs","","","=""11/21/2004 23:45""",
"BOCBGRCO","=""11/22/2004 00:00""","93.2","cfs","","","=""11/22/2004 23:45""",
"BOCBGRCO","=""11/23/2004 00:00""","93.2","cfs","","","=""11/23/2004 23:45""",
"BOCBGRCO","=""11/24/2004 00:00""","93.2","cfs","","","=""11/24/2004 23:45""",
"BOCBGRCO","=""11/25/2004 00:00""","93.2","cfs","","","=""11/25/2004 23:45""",
"BOCBGRCO","=""11/26/2004 00:00""","93.2","cfs","","","=""11/26/2004 23:45""",
"BOCBGRCO","=""11/27/2004 00:00""","93.2","cfs","","","=""11/27/2004 23:45""",
"BOCBGRCO","=""11/28/2004 00:00""","130","cfs","","","=""11/28/2004 23:45""",
"BOCBGRCO","=""11/29/2004 00:00""","153","cfs","","","=""11/29/2004 23:45""",
"BOCBGRCO","=""11/30/2004 00:00""","152","cfs","","","=""11/30/2004 23:45""",
"BOCBGRCO","=""12/01/2004 00:00""","151","cfs","","","=""12/01/2004 23:45""",
"BOCBGRCO","=""12/02/2004 00:00""","151","cfs","","","=""12/02/2004 23:45""",
"BOCBGRCO","=""12/03/2004 00:00""","151","cfs","","","=""12/03/2004 23:45""",
"BOCBGRCO","=""12/04/2004 00:00""","151","cfs","","","=""12/04/2004 23:45""",
"BOCBGRCO","=""12/05/2004 00:00""","151","cfs","","","=""12/05/2004 23:45""",
"BOCBGRCO","=""12/06/2004 00:00""","151","cfs","","","=""12/06/2004 23:45""",
"BOCBGRCO","=""12/07/2004 00:00""","167","cfs","","","=""12/07/2004 23:45""",
"BOCBGRCO","=""12/08/2004 00:00""","176","cfs","","","=""12/08/2004 23:45""",
"BOCBGRCO","=""12/09/2004 00:00""","176","cfs","","","=""12/09/2004 23:45""",
"BOCBGRCO","=""12/10/2004 00:00""","176","cfs","","","=""12/10/2004 23:45""",
"BOCBGRCO","=""12/11/2004 00:00""","176","cfs","","","=""12/11/2004 23:45""",
"BOCBGRCO","=""12/12/2004 00:00""","177","cfs","","","=""12/12/2004 23:45""",
"BOCBGRCO","=""12/13/2004 00:00""","177","cfs","","","=""12/13/2004 23:45""",
"BOCBGRCO","=""12/14/2004 00:00""","176","cfs","","","=""12/14/2004 23:45""",
"BOCBGRCO","=""12/15/2004 00:00""","176","cfs","","","=""12/15/2004 23:45""",
"BOCBGRCO","=""12/16/2004 00:00""","175","cfs","","","=""12/16/2004 23:45""",
"BOCBGRCO","=""12/17/2004 00:00""","175","cfs","","","=""12/17/2004 23:45""",
"BOCBGRCO","=""12/18/2004 00:00""","175","cfs","","","=""12/18/2004 23:45""",
"BOCBGRCO","=""12/19/2004 00:00""","175","cfs","","","=""12/19/2004 23:45""",
"BOCBGRCO","=""12/20/2004 00:00""","175","cfs","","","=""12/20/2004 23:45""",
"BOCBGRCO","=""12/21/2004 00:00""","79.2","cfs","","","=""12/21/2004 23:45""",
"BOCBGRCO","=""12/22/2004 00:00""","10.3","cfs","","","=""12/22/2004 23:45""",
"BOCBGRCO","=""12/23/2004 00:00""","10.7","cfs","","","=""12/23/2004 23:45""",
"BOCBGRCO","=""12/24/2004 00:00""","11","cfs","","","=""12/24/2004 23:45""",
"BOCBGRCO","=""12/25/2004 00:00""","10.7","cfs","","","=""12/25/2004 23:45""",
"BOCBGRCO","=""12/26/2004 00:00""","10.3","cfs","","","=""12/26/2004 23:45""",
"BOCBGRCO","=""12/27/2004 00:00""","10.3","cfs","","","=""12/27/2004 23:45""",
"BOCBGRCO","=""12/28/2004 00:00""","10.3","cfs","","","=""12/28/2004 23:45""",
"BOCBGRCO","=""12/29/2004 00:00""","10.3","cfs","","","=""12/29/2004 23:45""",
"BOCBGRCO","=""12/30/2004 00:00""","10.3","cfs","","","=""12/30/2004 23:45""",
"BOCBGRCO","=""12/31/2004 00:00""","10.3","cfs","","","=""12/31/2004 23:45""",
"BOCBGRCO","=""01/01/2005 00:00""","10.3","cfs","","","=""01/01/2005 23:45""",
"BOCBGRCO","=""01/02/2005 00:00""","10.3","cfs","","","=""01/02/2005 23:45""",
"BOCBGRCO","=""01/03/2005 00:00""","10.3","cfs","","","=""01/03/2005 23:45""",
"BOCBGRCO","=""01/04/2005 00:00""","10.3","cfs","","","=""01/04/2005 23:45""",
"BOCBGRCO","=""01/05/2005 00:00""","10.3","cfs","","","=""01/05/2005 23:45""",
"BOCBGRCO","=""01/06/2005 00:00""","10.3","cfs","","","=""01/06/2005 23:45""",
"BOCBGRCO","=""01/07/2005 00:00""","10.3","cfs","","","=""01/07/2005 23:45""",
"BOCBGRCO","=""01/08/2005 00:00""","10.3","cfs","","","=""01/08/2005 23:45""",
"BOCBGRCO","=""01/09/2005 00:00""","10.3","cfs","","","=""01/09/2005 23:45""",
"BOCBGRCO","=""01/10/2005 00:00""","10.3","cfs","","","=""01/10/2005 23:45""",
"BOCBGRCO","=""01/11/2005 00:00""","10.3","cfs","","","=""01/11/2005 23:45""",
"BOCBGRCO","=""01/12/2005 00:00""","10.4","cfs","","","=""01/12/2005 23:45""",
"BOCBGRCO","=""01/13/2005 00:00""","10.3","cfs","","","=""01/13/2005 23:45""",
"BOCBGRCO","=""01/14/2005 00:00""","10.3","cfs","","","=""01/14/2005 23:45""",
"BOCBGRCO","=""01/15/2005 00:00""","10.3","cfs","","","=""01/15/2005 23:45""",
"BOCBGRCO","=""01/16/2005 00:00""","10.4","cfs","","","=""01/16/2005 23:45""",
"BOCBGRCO","=""01/17/2005 00:00""","10.3","cfs","","","=""01/17/2005 23:45""",
"BOCBGRCO","=""01/18/2005 00:00""","57.9","cfs","","","=""01/18/2005 23:45""",
"BOCBGRCO","=""01/19/2005 00:00""","86.7","cfs","","","=""01/19/2005 23:45""",
"BOCBGRCO","=""01/20/2005 00:00""","86.9","cfs","","","=""01/20/2005 23:45""",
"BOCBGRCO","=""01/21/2005 00:00""","86.7","cfs","","","=""01/21/2005 23:45""",
"BOCBGRCO","=""01/22/2005 00:00""","87.1","cfs","","","=""01/22/2005 23:45""",
"BOCBGRCO","=""01/23/2005 00:00""","86.4","cfs","","","=""01/23/2005 23:45""",
"BOCBGRCO","=""01/24/2005 00:00""","85.8","cfs","","","=""01/24/2005 23:45""",
"BOCBGRCO","=""01/25/2005 00:00""","42.5","cfs","","","=""01/25/2005 23:45""",
"BOCBGRCO","=""01/26/2005 00:00""","11","cfs","","","=""01/26/2005 23:45""",
"BOCBGRCO","=""01/27/2005 00:00""","61","cfs","","","=""01/27/2005 23:45""",
"BOCBGRCO","=""01/28/2005 00:00""","88.7","cfs","","","=""01/28/2005 23:45""",
"BOCBGRCO","=""01/29/2005 00:00""","88.9","cfs","","","=""01/29/2005 23:45""",
"BOCBGRCO","=""01/30/2005 00:00""","88.9","cfs","","","=""01/30/2005 23:45""",
"BOCBGRCO","=""01/31/2005 00:00""","89.9","cfs","","","=""01/31/2005 23:45""",
"BOCBGRCO","=""02/01/2005 00:00""","42.5","cfs","","","=""02/01/2005 23:45""",
"BOCBGRCO","=""02/02/2005 00:00""","13.1","cfs","","","=""02/02/2005 23:45""",
"BOCBGRCO","=""02/03/2005 00:00""","61.5","cfs","","","=""02/03/2005 23:45""",
"BOCBGRCO","=""02/04/2005 00:00""","105","cfs","","","=""02/04/2005 23:45""",
"BOCBGRCO","=""02/05/2005 00:00""","115","cfs","","","=""02/05/2005 23:45""",
"BOCBGRCO","=""02/06/2005 00:00""","115","cfs","","","=""02/06/2005 23:45""",
"BOCBGRCO","=""02/07/2005 00:00""","115","cfs","","","=""02/07/2005 23:45""",
"BOCBGRCO","=""02/08/2005 00:00""","115","cfs","","","=""02/08/2005 23:45""",
"BOCBGRCO","=""02/09/2005 00:00""","115","cfs","","","=""02/09/2005 23:45""",
"BOCBGRCO","=""02/10/2005 00:00""","115","cfs","","","=""02/10/2005 23:45""",
"BOCBGRCO","=""02/11/2005 00:00""","115","cfs","","","=""02/11/2005 23:45""",
"BOCBGRCO","=""02/12/2005 00:00""","114","cfs","","","=""02/12/2005 23:45""",
"BOCBGRCO","=""02/13/2005 00:00""","114","cfs","","","=""02/13/2005 23:45""",
"BOCBGRCO","=""02/14/2005 00:00""","114","cfs","","","=""02/14/2005 23:45""",
"BOCBGRCO","=""02/15/2005 00:00""","114","cfs","","","=""02/15/2005 23:45""",
"BOCBGRCO","=""02/16/2005 00:00""","115","cfs","","","=""02/16/2005 23:45""",
"BOCBGRCO","=""02/17/2005 00:00""","115","cfs","","","=""02/17/2005 23:45""",
"BOCBGRCO","=""02/18/2005 00:00""","115","cfs","","","=""02/18/2005 23:45""",
"BOCBGRCO","=""02/19/2005 00:00""","115","cfs","","","=""02/19/2005 23:45""",
"BOCBGRCO","=""02/20/2005 00:00""","115","cfs","","","=""02/20/2005 23:45""",
"BOCBGRCO","=""02/21/2005 00:00""","115","cfs","","","=""02/21/2005 23:45""",
"BOCBGRCO","=""02/22/2005 00:00""","115","cfs","","","=""02/22/2005 23:45""",
"BOCBGRCO","=""02/23/2005 00:00""","115","cfs","","","=""02/23/2005 23:45""",
"BOCBGRCO","=""02/24/2005 00:00""","115","cfs","","","=""02/24/2005 23:45""",
"BOCBGRCO","=""02/25/2005 00:00""","115","cfs","","","=""02/25/2005 23:45""",
"BOCBGRCO","=""02/26/2005 00:00""","115","cfs","","","=""02/26/2005 23:45""",
"BOCBGRCO","=""02/27/2005 00:00""","115","cfs","","","=""02/27/2005 23:45""",
"BOCBGRCO","=""02/28/2005 00:00""","115","cfs","","","=""02/28/2005 23:45""",
"BOCBGRCO","=""03/01/2005 00:00""","114","cfs","","","=""03/01/2005 23:45""",
"BOCBGRCO","=""03/02/2005 00:00""","114","cfs","","","=""03/02/2005 23:45""",
"BOCBGRCO","=""03/03/2005 00:00""","115","cfs","","","=""03/03/2005 23:45""",
"BOCBGRCO","=""03/04/2005 00:00""","115","cfs","","","=""03/04/2005 23:45""",
"BOCBGRCO","=""03/05/2005 00:00""","115","cfs","","","=""03/05/2005 23:45""",
"BOCBGRCO","=""03/06/2005 00:00""","115","cfs","","","=""03/06/2005 23:45""",
"BOCBGRCO","=""03/07/2005 00:00""","115","cfs","","","=""03/07/2005 23:45""",
"BOCBGRCO","=""03/08/2005 00:00""","115","cfs","","","=""03/08/2005 23:45""",
"BOCBGRCO","=""03/09/2005 00:00""","115","cfs","","","=""03/09/2005 23:45""",
"BOCBGRCO","=""03/10/2005 00:00""","115","cfs","","","=""03/10/2005 23:45""",
"BOCBGRCO","=""03/11/2005 00:00""","115","cfs","","","=""03/11/2005 23:45""",
"BOCBGRCO","=""03/12/2005 00:00""","115","cfs","","","=""03/12/2005 23:45""",
"BOCBGRCO","=""03/13/2005 00:00""","115","cfs","","","=""03/13/2005 23:45""",
"BOCBGRCO","=""03/14/2005 00:00""","115","cfs","","","=""03/14/2005 23:45""",
"BOCBGRCO","=""03/15/2005 00:00""","115","cfs","","","=""03/15/2005 23:45""",
"BOCBGRCO","=""03/16/2005 00:00""","115","cfs","","","=""03/16/2005 23:45""",
"BOCBGRCO","=""03/17/2005 00:00""","115","cfs","","","=""03/17/2005 23:45""",
"BOCBGRCO","=""03/18/2005 00:00""","115","cfs","","","=""03/18/2005 23:45""",
"BOCBGRCO","=""03/19/2005 00:00""","115","cfs","","","=""03/19/2005 23:45""",
"BOCBGRCO","=""03/20/2005 00:00""","115","cfs","","","=""03/20/2005 23:45""",
"BOCBGRCO","=""03/21/2005 00:00""","115","cfs","","","=""03/21/2005 23:45""",
"BOCBGRCO","=""03/22/2005 00:00""","115","cfs","","","=""03/22/2005 23:45""",
"BOCBGRCO","=""03/23/2005 00:00""","115","cfs","","","=""03/23/2005 23:45""",
"BOCBGRCO","=""03/24/2005 00:00""","115","cfs","","","=""03/24/2005 23:45""",
"BOCBGRCO","=""03/25/2005 00:00""","115","cfs","","","=""03/25/2005 23:45""",
"BOCBGRCO","=""03/26/2005 00:00""","115","cfs","","","=""03/26/2005 23:45""",
"BOCBGRCO","=""03/27/2005 00:00""","115","cfs","","","=""03/27/2005 23:45""",
"BOCBGRCO","=""03/28/2005 00:00""","115","cfs","","","=""03/28/2005 23:45""",
"BOCBGRCO","=""03/29/2005 00:00""","115","cfs","","","=""03/29/2005 23:45""",
"BOCBGRCO","=""03/30/2005 00:00""","115","cfs","","","=""03/30/2005 23:45""",
"BOCBGRCO","=""03/31/2005 00:00""","115","cfs","","","=""03/31/2005 23:45""",
"BOCBGRCO","=""04/01/2005 00:00""","115","cfs","","","=""04/01/2005 23:45""",
"BOCBGRCO","=""04/02/2005 00:00""","115","cfs","","","=""04/02/2005 23:45""",
"BOCBGRCO","=""04/03/2005 00:00""","115","cfs","","","=""04/03/2005 23:45""",
"BOCBGRCO","=""04/04/2005 00:00""","115","cfs","","","=""04/04/2005 23:45""",
"BOCBGRCO","=""04/05/2005 00:00""","127","cfs","","","=""04/05/2005 23:45""",
"BOCBGRCO","=""04/06/2005 00:00""","135","cfs","","","=""04/06/2005 23:45""",
"BOCBGRCO","=""04/07/2005 00:00""","135","cfs","","","=""04/07/2005 23:45""",
"BOCBGRCO","=""04/08/2005 00:00""","135","cfs","","","=""04/08/2005 23:45""",
"BOCBGRCO","=""04/09/2005 00:00""","135","cfs","","","=""04/09/2005 23:45""",
"BOCBGRCO","=""04/10/2005 00:00""","135","cfs","","","=""04/10/2005 23:45""",
"BOCBGRCO","=""04/11/2005 00:00""","135","cfs","","","=""04/11/2005 23:45""",
"BOCBGRCO","=""04/12/2005 00:00""","135","cfs","","","=""04/12/2005 23:45""",
"BOCBGRCO","=""04/13/2005 00:00""","65.6","cfs","","","=""04/13/2005 23:45""",
"BOCBGRCO","=""04/14/2005 00:00""","17.2","cfs","","","=""04/14/2005 23:45""",
"BOCBGRCO","=""04/15/2005 00:00""","13.3","cfs","","","=""04/15/2005 23:45""",
"BOCBGRCO","=""04/16/2005 00:00""","7.73","cfs","","","=""04/16/2005 23:45""",
"BOCBGRCO","=""04/17/2005 00:00""","5.56","cfs","","","=""04/17/2005 23:45""",
"BOCBGRCO","=""04/18/2005 00:00""","12.6","cfs","","","=""04/18/2005 23:45""",
"BOCBGRCO","=""04/19/2005 00:00""","22.5","cfs","","","=""04/19/2005 23:45""",
"BOCBGRCO","=""04/20/2005 00:00""","24.5","cfs","","","=""04/20/2005 23:45""",
"BOCBGRCO","=""04/21/2005 00:00""","9.7","cfs","","","=""04/21/2005 23:45""",
"BOCBGRCO","=""04/22/2005 00:00""","0","cfs","","","=""04/22/2005 23:45""",
"BOCBGRCO","=""04/23/2005 00:00""","0","cfs","","","=""04/23/2005 23:45""",
"BOCBGRCO","=""04/24/2005 00:00""","0","cfs","","","=""04/24/2005 23:45""",
"BOCBGRCO","=""04/25/2005 00:00""","20.3","cfs","","","=""04/25/2005 23:45""",
"BOCBGRCO","=""04/26/2005 00:00""","35.9","cfs","","","=""04/26/2005 23:45""",
"BOCBGRCO","=""04/27/2005 00:00""","35.7","cfs","","","=""04/27/2005 23:45""",
"BOCBGRCO","=""04/28/2005 00:00""","23.1","cfs","","","=""04/28/2005 23:45""",
"BOCBGRCO","=""04/29/2005 00:00""","14.6","cfs","","","=""04/29/2005 23:45""",
"BOCBGRCO","=""04/30/2005 00:00""","15","cfs","","","=""04/30/2005 23:45""",
"BOCBGRCO","=""05/01/2005 00:00""","15.3","cfs","","","=""05/01/2005 23:45""",
"BOCBGRCO","=""05/02/2005 00:00""","15.3","cfs","","","=""05/02/2005 23:45""",
"BOCBGRCO","=""05/03/2005 00:00""","15.6","cfs","","","=""05/03/2005 23:45""",
"BOCBGRCO","=""05/04/2005 00:00""","16.1","cfs","","","=""05/04/2005 23:45""",
"BOCBGRCO","=""05/05/2005 00:00""","15.6","cfs","","","=""05/05/2005 23:45""",
"BOCBGRCO","=""05/06/2005 00:00""","15.3","cfs","","","=""05/06/2005 23:45""",
"BOCBGRCO","=""05/07/2005 00:00""","15","cfs","","","=""05/07/2005 23:45""",
"BOCBGRCO","=""05/08/2005 00:00""","15","cfs","","","=""05/08/2005 23:45""",
"BOCBGRCO","=""05/09/2005 00:00""","15.3","cfs","","","=""05/09/2005 23:45""",
"BOCBGRCO","=""05/10/2005 00:00""","27.6","cfs","","","=""05/10/2005 23:45""",
"BOCBGRCO","=""05/11/2005 00:00""","40.7","cfs","","","=""05/11/2005 23:45""",
"BOCBGRCO","=""05/12/2005 00:00""","52.9","cfs","","","=""05/12/2005 23:45""",
"BOCBGRCO","=""05/13/2005 00:00""","59.8","cfs","","","=""05/13/2005 23:45""",
"BOCBGRCO","=""05/14/2005 00:00""","59.8","cfs","","","=""05/14/2005 23:45""",
"BOCBGRCO","=""05/15/2005 00:00""","59.8","cfs","","","=""05/15/2005 23:45""",
"BOCBGRCO","=""05/16/2005 00:00""","78.4","cfs","","","=""05/16/2005 23:45""",
"BOCBGRCO","=""05/17/2005 00:00""","115","cfs","","","=""05/17/2005 23:45""",
"BOCBGRCO","=""05/18/2005 00:00""","130","cfs","","","=""05/18/2005 23:45""",
"BOCBGRCO","=""05/19/2005 00:00""","132","cfs","","","=""05/19/2005 23:45""",
"BOCBGRCO","=""05/20/2005 00:00""","146","cfs","","","=""05/20/2005 23:45""",
"BOCBGRCO","=""05/21/2005 00:00""","231","cfs","","","=""05/21/2005 23:45""",
"BOCBGRCO","=""05/22/2005 00:00""","365","cfs","","","=""05/22/2005 23:45""",
"BOCBGRCO","=""05/23/2005 00:00""","423","cfs","","","=""05/23/2005 23:45""",
"BOCBGRCO","=""05/24/2005 00:00""","450","cfs","","","=""05/24/2005 23:45""",
"BOCBGRCO","=""05/25/2005 00:00""","486","cfs","","","=""05/25/2005 23:45""",
"BOCBGRCO","=""05/26/2005 00:00""","512","cfs","","","=""05/26/2005 23:45""",
"BOCBGRCO","=""05/27/2005 00:00""","524","cfs","","","=""05/27/2005 23:45""",
"BOCBGRCO","=""05/28/2005 00:00""","508","cfs","","","=""05/28/2005 23:45""",
"BOCBGRCO","=""05/29/2005 00:00""","493","cfs","","","=""05/29/2005 23:45""",
"BOCBGRCO","=""05/30/2005 00:00""","474","cfs","","","=""05/30/2005 23:45""",
"BOCBGRCO","=""05/31/2005 00:00""","516","cfs","","","=""05/31/2005 23:45""",
"BOCBGRCO","=""06/01/2005 00:00""","536","cfs","","","=""06/01/2005 23:45""",
"BOCBGRCO","=""06/02/2005 00:00""","493","cfs","","","=""06/02/2005 23:45""",
"BOCBGRCO","=""06/03/2005 00:00""","433","cfs","","","=""06/03/2005 23:45""",
"BOCBGRCO","=""06/04/2005 00:00""","406","cfs","","","=""06/04/2005 23:45""",
"BOCBGRCO","=""06/05/2005 00:00""","406","cfs","","","=""06/05/2005 23:45""",
"BOCBGRCO","=""06/06/2005 00:00""","376","cfs","","","=""06/06/2005 23:45""",
"BOCBGRCO","=""06/07/2005 00:00""","333","cfs","","","=""06/07/2005 23:45""",
"BOCBGRCO","=""06/08/2005 00:00""","317","cfs","","","=""06/08/2005 23:45""",
"BOCBGRCO","=""06/09/2005 00:00""","315","cfs","","","=""06/09/2005 23:45""",
"BOCBGRCO","=""06/10/2005 00:00""","291","cfs","","","=""06/10/2005 23:45""",
"BOCBGRCO","=""06/11/2005 00:00""","276","cfs","","","=""06/11/2005 23:45""",
"BOCBGRCO","=""06/12/2005 00:00""","276","cfs","","","=""06/12/2005 23:45""",
"BOCBGRCO","=""06/13/2005 00:00""","289","cfs","","","=""06/13/2005 23:45""",
"BOCBGRCO","=""06/14/2005 00:00""","280","cfs","","","=""06/14/2005 23:45""",
"BOCBGRCO","=""06/15/2005 00:00""","271","cfs","","","=""06/15/2005 23:45""",
"BOCBGRCO","=""06/16/2005 00:00""","289","cfs","","","=""06/16/2005 23:45""",
"BOCBGRCO","=""06/17/2005 00:00""","302","cfs","","","=""06/17/2005 23:45""",
"BOCBGRCO","=""06/18/2005 00:00""","350","cfs","","","=""06/18/2005 23:45""",
"BOCBGRCO","=""06/19/2005 00:00""","347","cfs","","","=""06/19/2005 23:45""",
"BOCBGRCO","=""06/20/2005 00:00""","363","cfs","","","=""06/20/2005 23:45""",
"BOCBGRCO","=""06/21/2005 00:00""","405","cfs","","","=""06/21/2005 23:45""",
"BOCBGRCO","=""06/22/2005 00:00""","425","cfs","","","=""06/22/2005 23:45""",
"BOCBGRCO","=""06/23/2005 00:00""","431","cfs","","","=""06/23/2005 23:45""",
"BOCBGRCO","=""06/24/2005 00:00""","431","cfs","","","=""06/24/2005 23:45""",
"BOCBGRCO","=""06/25/2005 00:00""","469","cfs","","","=""06/25/2005 23:45""",
"BOCBGRCO","=""06/26/2005 00:00""","472","cfs","","","=""06/26/2005 23:45""",
"BOCBGRCO","=""06/27/2005 00:00""","438","cfs","","","=""06/27/2005 23:45""",
"BOCBGRCO","=""06/28/2005 00:00""","428","cfs","","","=""06/28/2005 23:45""",
"BOCBGRCO","=""06/29/2005 00:00""","430","cfs","","","=""06/29/2005 23:45""",
"BOCBGRCO","=""06/30/2005 00:00""","420","cfs","","","=""06/30/2005 23:45""",
"BOCBGRCO","=""07/01/2005 00:00""","403","cfs","","","=""07/01/2005 23:45""",
"BOCBGRCO","=""07/02/2005 00:00""","434","cfs","","","=""07/02/2005 23:45""",
"BOCBGRCO","=""07/03/2005 00:00""","462","cfs","","","=""07/03/2005 23:45""",
"BOCBGRCO","=""07/04/2005 00:00""","442","cfs","","","=""07/04/2005 23:45""",
"BOCBGRCO","=""07/05/2005 00:00""","355","cfs","","","=""07/05/2005 23:45""",
"BOCBGRCO","=""07/06/2005 00:00""","300","cfs","","","=""07/06/2005 23:45""",
"BOCBGRCO","=""07/07/2005 00:00""","301","cfs","","","=""07/07/2005 23:45""",
"BOCBGRCO","=""07/08/2005 00:00""","371","cfs","","","=""07/08/2005 23:45""",
"BOCBGRCO","=""07/09/2005 00:00""","415","cfs","","","=""07/09/2005 23:45""",
"BOCBGRCO","=""07/10/2005 00:00""","327","cfs","","","=""07/10/2005 23:45""",
"BOCBGRCO","=""07/11/2005 00:00""","231","cfs","","","=""07/11/2005 23:45""",
"BOCBGRCO","=""07/12/2005 00:00""","260","cfs","","","=""07/12/2005 23:45""",
"BOCBGRCO","=""07/13/2005 00:00""","335","cfs","","","=""07/13/2005 23:45""",
"BOCBGRCO","=""07/14/2005 00:00""","366","cfs","","","=""07/14/2005 23:45""",
